split,sample_idx,state,w_cnn,w_vit,r_cnn,r_vit,cnn_correct,vit_correct,fused_pred,fused_correct
val,54,2,0.408834027421086,0.591165972578914,0.2851654291152954,0.9960595369338989,1,1,2,1
val,55,1,0.42647238579108865,0.5735276142089114,-0.031213581562042236,0.9951646327972412,1,1,1,1
val,56,9,0.5060939067355144,0.49390609326448565,0.8925037384033203,0.748989462852478,1,1,9,1
val,57,3,0.4623454438064564,0.5376545561935435,0.25432121753692627,0.9961241483688354,1,1,3,1
val,58,8,0.3969377784473155,0.6030622215526845,-0.45853525400161743,0.6748241186141968,0,1,8,1
val,59,8,0.38097482715930403,0.6190251728406959,-0.4303761124610901,0.9368789196014404,0,1,8,1
val,60,6,0.4103275992533786,0.5896724007466214,-0.1071884036064148,0.9846445322036743,0,1,6,1
val,61,7,0.46270130196273984,0.5372986980372602,0.07574772834777832,0.975875973701477,1,1,7,1
val,62,8,0.3621408831585357,0.6378591168414642,-0.3945464491844177,0.9486443996429443,0,1,8,1
val,63,5,0.46275159951952305,0.537248400480477,0.2373441457748413,0.9603078365325928,1,1,5,1
val,64,1,0.41157682346903246,0.5884231765309675,0.4912738800048828,0.9859589338302612,1,1,1,1
val,65,6,0.3947205233609812,0.6052794766390188,0.0019398927688598633,0.9760370254516602,1,1,6,1
val,66,6,0.3810177276942113,0.6189822723057887,0.14415276050567627,0.9816676378250122,1,1,6,1
val,67,4,0.4447621527273406,0.5552378472726593,0.05727076530456543,0.9899728298187256,1,1,4,1
val,68,2,0.3986590271088607,0.6013409728911393,0.3223687410354614,0.9973794221878052,1,1,2,1
val,69,8,0.34414284097601994,0.6558571590239801,-0.37983185052871704,0.9452646970748901,0,1,8,1
val,70,1,0.4044667313516147,0.5955332686483853,0.32680392265319824,0.9980316162109375,1,1,1,1
val,71,5,0.4520049629661364,0.5479950370338635,0.3131810426712036,0.9901210069656372,1,1,5,1
val,72,0,0.46473015578691323,0.5352698442130868,0.7085245847702026,0.9970403909683228,1,1,0,1
val,73,9,0.5082460702511531,0.4917539297488469,0.9265178442001343,0.8824304342269897,1,1,9,1
val,74,1,0.39489913821997324,0.6051008617800268,0.4005312919616699,0.997220516204834,1,1,1,1
val,75,5,0.44199216730981067,0.5580078326901894,0.023569822311401367,0.9908311367034912,1,1,5,1
val,76,8,0.3269253204426427,0.6730746795573572,-0.25956010818481445,0.8442126512527466,0,1,8,1
val,77,7,0.4493294051888563,0.5506705948111437,-0.14101707935333252,0.9585777521133423,0,1,7,1
val,78,8,0.31302089696993646,0.6869791030300636,-0.15113162994384766,0.9537718296051025,0,1,8,1
val,79,5,0.42778829558793485,0.5722117044120651,-0.056122660636901855,0.9872969388961792,1,1,5,1
val,80,2,0.38909743797517155,0.6109025620248285,0.26323628425598145,0.9903393983840942,1,1,2,1
val,81,3,0.4513213653429587,0.5486786346570414,0.18752408027648926,0.9943364858627319,1,1,3,1
val,82,9,0.5089071410602419,0.49109285893975807,0.9124423265457153,0.848926305770874,1,1,9,1
val,83,7,0.4331187733037757,0.5668812266962243,-0.1029314398765564,0.9593383073806763,0,1,7,1
val,84,2,0.37891613748527403,0.6210838625147259,0.16762292385101318,0.9821349382400513,1,1,2,1
val,85,1,0.3864772659647718,0.6135227340352283,0.35154080390930176,0.99695885181427,1,1,1,1
val,86,6,0.3694218713172014,0.6305781286827986,0.04804384708404541,0.6096278429031372,1,1,6,1
val,87,9,0.5098594667670358,0.49014053323296425,0.9275413751602173,0.8082603216171265,1,1,9,1
val,88,6,0.3617499671953192,0.6382500328046807,0.009998679161071777,0.9795513153076172,1,1,6,1
val,89,9,0.5116476584655789,0.4883523415344211,0.8878277540206909,0.8712500333786011,1,1,9,1
val,90,1,0.37746244384170036,0.6225375561582996,0.472866415977478,0.9976119995117188,1,1,1,1
val,91,6,0.34871333234930807,0.6512866676506919,0.050902485847473145,0.972114086151123,1,1,6,1
val,92,7,0.4176247150988661,0.5823752849011339,-0.3866925835609436,0.903762936592102,0,1,7,1
val,93,4,0.43103922005796236,0.5689607799420376,0.24436664581298828,0.9660422801971436,1,1,4,1
val,94,9,0.5118961540982307,0.48810384590176925,0.8947305679321289,0.8079829216003418,1,1,9,1
val,95,4,0.42050915708605063,0.5794908429139494,0.4102938175201416,0.9261702299118042,1,1,4,1
val,96,5,0.4126307442654837,0.5873692557345163,0.12561941146850586,0.9643821716308594,1,1,5,1
val,97,2,0.36766797270455537,0.6323320272954447,0.24959313869476318,0.9794931411743164,1,1,2,1
val,98,6,0.33658597192271,0.66341402807729,-0.5196244716644287,0.9689021110534668,0,1,6,1
val,99,9,0.513196356417096,0.48680364358290396,0.9231563806533813,0.8360083103179932,1,1,9,1
val,100,9,0.5145023383744294,0.4854976616255706,0.8981515169143677,0.7355657815933228,1,1,9,1
val,101,7,0.3990740331730056,0.6009259668269944,0.004051327705383301,0.9753366708755493,1,1,7,1
val,102,9,0.5169381421868322,0.4830618578131678,0.8997824192047119,0.6738814115524292,1,1,9,1
val,103,0,0.460432376118861,0.539567623881139,0.56373131275177,0.997299075126648,1,1,0,1
val,104,6,0.31756091292666494,0.682439087073335,0.12154042720794678,0.9883954524993896,1,1,6,1
val,105,7,0.38534211904663973,0.6146578809533603,0.2643526792526245,0.9548430442810059,1,1,7,1
val,106,9,0.5203208337757018,0.4796791662242982,0.9214612245559692,0.9359111785888672,1,1,9,1
val,107,9,0.520104521770347,0.47989547822965295,0.8710453510284424,0.8902391195297241,1,1,9,1
val,108,7,0.37571532551033204,0.624284674489668,-0.38206446170806885,0.9673231840133667,0,1,7,1
val,109,3,0.4393983574164323,0.5606016425835677,0.20373749732971191,0.992500901222229,1,1,3,1
val,110,1,0.37021019374246744,0.6297898062575326,0.4342925548553467,0.9970494508743286,1,1,1,1
val,111,1,0.36251359651877624,0.6374864034812238,0.10150349140167236,0.9850506782531738,1,1,1,1
val,112,9,0.5198171817327406,0.4801828182672594,0.8348101377487183,0.8761023283004761,1,1,9,1
val,113,8,0.29952142189077674,0.7004785781092233,-0.6044056117534637,0.8379472494125366,0,1,8,1
val,114,0,0.45398777880956415,0.5460122211904359,0.6689507961273193,0.973410964012146,1,1,0,1
val,115,6,0.3068240706012337,0.6931759293987663,0.028685688972473145,0.9830732345581055,1,1,6,1
val,116,6,0.29530755426619454,0.7046924457338055,-0.17032718658447266,0.97939133644104,0,1,6,1
val,117,3,0.42782512742271644,0.5721748725772835,0.19944751262664795,0.9951231479644775,1,1,3,1
val,118,0,0.44947346243324576,0.5505265375667543,0.6726037263870239,0.9963785409927368,1,1,0,1
val,119,9,0.5191989629991228,0.4808010370008772,0.9429230690002441,0.9364659786224365,1,1,9,1
val,120,4,0.41303590865775136,0.5869640913422487,0.3665647506713867,-0.43091684579849243,1,0,3,0
val,121,4,0.4246081033374671,0.5753918966625329,0.431229829788208,0.7392653226852417,1,1,4,1
val,122,8,0.28255668688786206,0.7174433131121379,-0.43613606691360474,0.8455065488815308,0,1,8,1
val,123,5,0.40059205589896385,0.5994079441010361,0.2184126377105713,0.337308406829834,1,1,5,1
val,124,3,0.41624897648967796,0.583751023510322,0.221696138381958,0.9945793151855469,1,1,3,1
val,125,4,0.42012513325691875,0.5798748667430813,0.351956844329834,0.9862638711929321,1,1,4,1
val,126,3,0.4051131555595828,0.5948868444404172,0.34926092624664307,0.9798339605331421,1,1,3,1
val,127,9,0.5192956421629311,0.4807043578370689,0.935126543045044,0.9527887105941772,1,1,9,1
val,128,8,0.26812744089377555,0.7318725591062245,-0.39451003074645996,0.9464191198348999,0,1,8,1
val,129,8,0.2536958565730416,0.7463041434269584,0.036975979804992676,0.3995121717453003,1,1,8,1
val,130,8,0.24991217445929415,0.7500878255407059,-0.1002379059791565,0.9295111894607544,0,1,8,1
val,131,6,0.28187088889614587,0.7181291111038541,-0.3423572778701782,0.9474722146987915,0,1,6,1
val,132,8,0.23944051604763178,0.7605594839523682,-0.25436604022979736,0.9051222801208496,0,1,8,1
val,133,2,0.3577392718616003,0.6422607281383996,0.28118348121643066,0.9948921203613281,1,1,2,1
val,134,8,0.22813780614043017,0.7718621938595698,-0.10163801908493042,0.9557454586029053,0,1,8,1
val,135,5,0.3988971432926482,0.6011028567073518,-0.5332396924495697,0.9513425827026367,0,1,5,1
val,136,3,0.39611630583505353,0.6038836941649465,0.3088752031326294,0.9951976537704468,1,1,3,1
val,137,2,0.3481772958429643,0.6518227041570357,0.3041822910308838,0.9968045949935913,1,1,2,1
val,138,2,0.33904332680413524,0.6609566731958647,-0.016207337379455566,0.9909728765487671,1,1,2,1
val,139,3,0.38642299569091404,0.613577004309086,0.3169412612915039,0.9937598705291748,1,1,3,1
val,140,0,0.44468405769846986,0.5553159423015301,-0.14714699983596802,0.9903401136398315,0,1,0,1
val,141,6,0.26738032929397865,0.7326196707060213,-0.4541776180267334,0.919838547706604,0,1,6,1
val,142,2,0.3260296054854181,0.6739703945145818,0.2543123960494995,0.9980841875076294,1,1,2,1
val,143,1,0.3506080893440835,0.6493919106559165,0.4665679931640625,0.9681519269943237,1,1,1,1
val,144,3,0.3769728548786922,0.6230271451213079,0.14007484912872314,0.9934897422790527,1,1,3,1
val,145,1,0.34395110960953024,0.6560488903904698,0.47236740589141846,0.9963552951812744,1,1,1,1
val,146,0,0.42796550235807507,0.5720344976419249,0.537766695022583,0.9976457357406616,1,1,0,1
val,147,0,0.4212610565029742,0.5787389434970258,0.06269979476928711,0.9935786724090576,1,1,0,1
val,148,3,0.3652229984583148,0.6347770015416851,0.29863762855529785,0.9692814350128174,1,1,3,1
val,149,2,0.31663248764796065,0.6833675123520393,0.2035304307937622,0.9936769008636475,1,1,2,1
val,150,8,0.21827994878596602,0.781720051214034,-0.4141344428062439,0.8240295648574829,0,1,8,1
val,151,6,0.2526369113655772,0.7473630886344228,-0.23150092363357544,0.9530878067016602,0,1,6,1
val,152,1,0.3370787825413905,0.6629212174586094,0.47744905948638916,0.9950467348098755,1,1,1,1
val,153,4,0.41094611283023585,0.5890538871697641,0.09199857711791992,0.9932069778442383,1,1,4,1
val,154,5,0.3780018609866762,0.6219981390133238,0.24608492851257324,0.9855353832244873,1,1,5,1
val,155,4,0.3980380228834698,0.6019619771165302,0.33274972438812256,0.9887275695800781,1,1,4,1
val,156,5,0.36779560559753927,0.6322043944024607,0.23408710956573486,0.7992559671401978,1,1,5,1
val,157,0,0.4078027647393337,0.5921972352606664,0.7939038276672363,0.9963055849075317,1,1,0,1
val,158,7,0.35726018748362226,0.6427398125163777,-0.3245047330856323,0.9749242067337036,0,1,7,1
val,159,7,0.3399781444558982,0.6600218555441018,0.20788156986236572,0.6129856109619141,1,1,7,1
val,160,9,0.5190311901161085,0.48096880988389146,0.9414770603179932,0.9059908390045166,1,1,9,1
val,161,7,0.33469567790203836,0.6653043220979616,-0.1419532299041748,0.9738742113113403,0,1,7,1
val,162,9,0.5195625045628132,0.48043749543718683,0.933322548866272,0.9281076192855835,1,1,9,1
val,163,3,0.3561281303001612,0.6438718696998388,0.36628878116607666,0.9920319318771362,1,1,3,1
val,164,6,0.24050679980730094,0.7594932001926991,0.2034999132156372,0.9579802751541138,1,1,6,1
val,165,3,0.34775844313571624,0.6522415568642838,0.31775903701782227,0.9860767126083374,1,1,3,1
val,166,8,0.20727716489140774,0.7927228351085922,-0.13789767026901245,0.883540153503418,0,1,8,1
val,167,5,0.3600933187499066,0.6399066812500934,0.26892244815826416,0.9920759201049805,1,1,5,1
val,168,0,0.404898240432054,0.595101759567946,0.3090893030166626,0.9966814517974854,1,1,0,1
val,169,8,0.1986336041813444,0.8013663958186557,-0.43029242753982544,0.9350070953369141,0,1,8,1
val,170,0,0.39509421690727,0.60490578309273,0.009306788444519043,0.9975746870040894,1,1,0,1
val,171,7,0.3204184797027767,0.6795815202972233,-0.03061288595199585,0.9667950868606567,1,1,7,1
val,172,2,0.3068554528447091,0.6931445471552908,0.3669419288635254,0.9975577592849731,1,1,2,1
val,173,2,0.2992089234403833,0.7007910765596167,0.06382310390472412,0.931093692779541,1,1,2,1
val,174,6,0.2330624020774767,0.7669375979225233,0.21872186660766602,0.9867274761199951,1,1,6,1
val,175,8,0.18768059826535854,0.8123194017346415,0.030055880546569824,0.3917274475097656,1,1,8,1
val,176,0,0.3811876633924153,0.6188123366075847,0.3204028606414795,0.9972933530807495,1,1,0,1
val,177,0,0.3717996214027636,0.6282003785972363,0.5403120517730713,0.9964431524276733,1,1,0,1
val,178,1,0.3303750435278914,0.6696249564721086,0.10664641857147217,0.852067232131958,1,1,1,1
val,179,1,0.32087339930807446,0.6791266006919255,0.021851778030395508,0.997708797454834,1,1,1,1
val,180,0,0.36554055752986153,0.6344594424701384,0.4994378089904785,0.9971575736999512,1,1,0,1
val,181,8,0.18489222605199546,0.8151077739480046,-0.19628572463989258,0.955632209777832,0,1,8,1
val,182,9,0.5196405800853887,0.4803594199146113,0.8727817535400391,0.5671265125274658,1,1,9,1
val,183,7,0.3080092375576814,0.6919907624423186,-0.2358073592185974,0.9764817953109741,0,1,7,1
val,184,4,0.38875101053040795,0.611248989469592,-0.02842855453491211,0.9942067861557007,1,1,4,1
val,185,0,0.3587754696323297,0.6412245303676702,0.49008047580718994,0.9966458082199097,1,1,0,1
val,186,1,0.3087166245623878,0.6912833754376122,0.4193103313446045,0.997848391532898,1,1,1,1
val,187,0,0.3519621222515088,0.6480378777484912,0.3302903175354004,0.9951471090316772,1,1,0,1
val,188,5,0.3503692880017773,0.6496307119982228,0.2320467233657837,0.9751013517379761,1,1,5,1
val,189,5,0.3405387753401469,0.659461224659853,0.062471628189086914,0.9855586290359497,1,1,5,1
val,190,9,0.5242144826210169,0.4757855173789831,0.914337158203125,0.6837155818939209,1,1,9,1
val,191,0,0.34313437046223916,0.6568656295377608,0.2700871229171753,0.9968680143356323,1,1,0,1
val,192,4,0.3744748347323734,0.6255251652676266,0.5077763795852661,0.5883897542953491,1,1,4,1
val,193,6,0.22570927416413533,0.7742907258358647,-0.32055002450942993,0.9743796586990356,0,1,6,1
val,194,2,0.2889254377453581,0.7110745622546419,0.26483309268951416,0.9987797737121582,1,1,2,1
val,195,5,0.3285654765910513,0.6714345234089487,-0.12392300367355347,0.9863489866256714,0,1,5,1
val,196,8,0.1763205301044733,0.8236794698955268,-0.33271682262420654,0.7695392370223999,0,1,8,1
val,197,0,0.3336394227476918,0.6663605772523082,0.5807932615280151,0.9964296817779541,1,1,0,1
val,198,7,0.293394854201618,0.706605145798382,0.10635542869567871,0.8965440988540649,1,1,7,1
val,199,3,0.33894893211536875,0.6610510678846313,0.319435715675354,0.9951058626174927,1,1,3,1
val,200,7,0.284154406454697,0.715845593545303,0.2146531343460083,0.9773614406585693,1,1,7,1
val,201,7,0.2754539082150324,0.7245460917849675,-0.3324906826019287,0.9759825468063354,0,1,7,1
val,202,2,0.28043749158231707,0.7195625084176829,0.03852081298828125,0.9836385250091553,1,1,2,1
val,203,6,0.21382209786385792,0.7861779021361421,-0.7057422995567322,-0.6257860660552979,0,0,7,0
val,204,7,0.2610367218415629,0.7389632781584371,0.26635098457336426,0.9697844982147217,1,1,7,1
val,205,7,0.25355518915155695,0.746444810848443,0.24837660789489746,0.9467266798019409,1,1,7,1
val,206,2,0.2698026738788179,0.730197326121182,0.2926748991012573,0.9982805252075195,1,1,2,1
val,207,6,0.2131090194131835,0.7868909805868165,0.2360917329788208,0.9747240543365479,1,1,6,1
val,208,4,0.3733605601566925,0.6266394398433075,0.4680734872817993,0.9624717235565186,1,1,4,1
val,209,7,0.24631534459225263,0.7536846554077474,-0.48700469732284546,0.9768785238265991,0,1,7,1
val,210,0,0.32828472579147966,0.6717152742085204,0.5119142532348633,0.9921047687530518,1,1,0,1
val,211,7,0.23174786940136405,0.768252130598636,-0.18486493825912476,0.9243755340576172,0,1,7,1
val,212,2,0.26208257430372717,0.7379174256962728,0.2997291088104248,0.99824059009552,1,1,2,1
val,213,1,0.30166525426007973,0.6983347457399203,0.1956082582473755,0.9851380586624146,1,1,1,1
val,214,1,0.2922344295420344,0.7077655704579656,0.364912748336792,0.9977883100509644,1,1,1,1
val,215,0,0.3221685590793383,0.6778314409206617,0.45408034324645996,0.9956644773483276,1,1,0,1
val,216,4,0.36656405128404546,0.6334359487159545,0.4600628614425659,-0.5075042545795441,1,0,3,0
val,217,8,0.16854974458829378,0.8314502554117063,-0.4363487958908081,0.9275130033493042,0,1,8,1
val,218,2,0.25462684835905613,0.7453731516409439,0.16529512405395508,0.9985576868057251,1,1,2,1
val,219,2,0.24597735894274864,0.7540226410572514,0.2938849925994873,0.9931203126907349,1,1,2,1
val,220,9,0.5276622956205733,0.4723377043794267,0.9610294103622437,0.9238252639770508,1,1,9,1
val,221,5,0.31453273945454896,0.685467260545451,-0.16061973571777344,0.7472389936447144,0,1,5,1
val,222,1,0.28483806657782584,0.7151619334221742,0.4447665214538574,0.9974997043609619,1,1,1,1
val,223,0,0.31536276152807824,0.6846372384719217,0.21954798698425293,0.9961495399475098,1,1,0,1
val,224,9,0.5282182063590531,0.47178179364094686,0.8907496929168701,0.3414463996887207,1,1,9,1
val,225,0,0.3057787896953407,0.6942212103046592,0.35582685470581055,0.9953049421310425,1,1,0,1
val,226,4,0.37992457568510024,0.6200754243148998,0.44722461700439453,0.8519484996795654,1,1,4,1
val,227,5,0.3033707145290087,0.6966292854709912,-0.40912294387817383,0.9748368263244629,0,1,5,1
val,228,6,0.20663572618508835,0.7933642738149116,0.28429675102233887,0.7279067039489746,1,1,6,1
val,229,7,0.22125785205714305,0.7787421479428569,-0.21208912134170532,0.9704091548919678,0,1,7,1
val,230,4,0.3743065304794934,0.6256934695205065,0.482086181640625,0.9834760427474976,1,1,4,1
val,231,1,0.27849908024061365,0.7215009197593863,0.29608047008514404,0.9971886873245239,1,1,1,1
val,232,6,0.2028463986393365,0.7971536013606635,-0.20234984159469604,0.9305185079574585,0,1,6,1
val,233,2,0.23892510915645065,0.7610748908435494,0.21370935440063477,0.9937289953231812,1,1,2,1
val,234,9,0.5364150289532904,0.4635849710467096,0.9165747165679932,0.8957117795944214,1,1,9,1
val,235,8,0.15949982210611088,0.8405001778938891,-0.22764325141906738,0.902813196182251,0,1,8,1
val,236,7,0.21059200331768096,0.7894079966823191,0.24663329124450684,0.8119722604751587,1,1,7,1
val,237,6,0.1935006802652135,0.8064993197347865,0.21969842910766602,0.970730185508728,1,1,6,1
val,238,0,0.2980457715780265,0.7019542284219735,0.46991968154907227,0.9973791837692261,1,1,0,1
val,239,8,0.15245571375167205,0.847544286248328,-0.6910381317138672,0.9453094005584717,0,1,8,1
val,240,8,0.1429606155641576,0.8570393844358424,-0.31632697582244873,0.9437779188156128,0,1,8,1
val,241,9,0.5367259061748881,0.46327409382511187,0.8999965190887451,0.8736658096313477,1,1,9,1
val,242,9,0.5371182078998351,0.4628817921001649,0.9392542839050293,0.8610349893569946,1,1,9,1
val,243,9,0.538283261337943,0.461716738662057,0.837882399559021,0.8737901449203491,1,1,9,1
val,244,5,0.28691819614784586,0.7130818038521541,-0.33895188570022583,0.9807296991348267,0,1,5,1
val,245,0,0.29177751870842805,0.708222481291572,0.4361506700515747,0.9971221685409546,1,1,0,1
val,246,5,0.27188423744654233,0.7281157625534577,0.11775434017181396,0.26497137546539307,1,1,5,1
val,247,0,0.2852220467112405,0.7147779532887595,0.5896632671356201,0.9968338012695312,1,1,0,1
val,248,0,0.2805364330083717,0.7194635669916283,0.4545767307281494,0.9973974227905273,1,1,0,1
val,249,7,0.20567952529980016,0.7943204747001998,-0.020865678787231445,0.8863084316253662,1,1,7,1
val,250,8,0.13618760063335278,0.8638123993666472,-0.45345938205718994,0.9534400701522827,0,1,8,1
val,251,0,0.2743857040627998,0.7256142959372003,0.5028344392776489,0.9965612888336182,1,1,0,1
val,252,7,0.19804621313939563,0.8019537868606044,-0.4297420382499695,0.9319769144058228,0,1,7,1
val,253,3,0.33018417050657306,0.6698158294934269,0.22186899185180664,0.9947497844696045,1,1,3,1
val,254,7,0.1871563411099912,0.8128436588900088,-0.2768760323524475,0.9758826494216919,0,1,7,1
val,255,6,0.18756384443678142,0.8124361555632186,0.08223176002502441,0.9815131425857544,1,1,6,1
val,256,0,0.2688872660012684,0.7311127339987316,0.7245801687240601,0.9965393543243408,1,1,0,1
val,257,3,0.3203397981886729,0.6796602018113271,0.27449870109558105,0.9946876764297485,1,1,3,1
val,258,6,0.1807216365863944,0.8192783634136056,0.32791852951049805,0.8589935302734375,1,1,6,1
val,259,0,0.26589789150435217,0.7341021084956478,0.2673381567001343,0.9939297437667847,1,1,0,1
val,260,3,0.3113468171723987,0.6886531828276012,0.0938647985458374,0.9943075180053711,1,1,3,1
val,261,8,0.12914991026380082,0.8708500897361992,-0.17005079984664917,0.6937030553817749,0,1,8,1
val,262,3,0.3003556151695273,0.6996443848304728,0.33458757400512695,0.981442928314209,1,1,3,1
val,263,3,0.29263761011032496,0.707362389889675,0.03656744956970215,0.9929389953613281,1,1,3,1
val,264,7,0.17772634670855414,0.8222736532914459,0.027214407920837402,0.9772144556045532,1,1,7,1
val,265,8,0.13058549550477017,0.8694145044952298,-0.020233154296875,0.9526305198669434,1,1,8,1
val,266,1,0.2706225155176724,0.7293774844823275,0.4901479482650757,0.9914127588272095,1,1,1,1
val,267,4,0.36740531082017336,0.6325946891798266,0.15452063083648682,0.9945192337036133,1,1,4,1
val,268,5,0.2702475260543178,0.7297524739456822,0.23004913330078125,0.979951024055481,1,1,5,1
val,269,1,0.26510464943899054,0.7348953505610094,0.31531989574432373,0.9960925579071045,1,1,1,1
val,270,6,0.176815139608206,0.823184860391794,0.11597633361816406,0.9016770124435425,1,1,6,1
val,271,4,0.3559963893707796,0.6440036106292204,0.1270453929901123,0.9891567230224609,1,1,4,1
val,272,0,0.264314384120533,0.735685615879467,0.29303455352783203,0.9962567090988159,1,1,0,1
val,273,6,0.17121514737311921,0.8287848526268808,0.08115208148956299,0.9887393712997437,1,1,6,1
val,274,5,0.2620376677126171,0.737962332287383,0.2395538091659546,0.9514899253845215,1,1,5,1
val,275,3,0.28150549988592305,0.718494500114077,0.33935546875,0.9803441762924194,1,1,3,1
val,276,7,0.17094118004729125,0.8290588199527087,-0.20308196544647217,0.9504072666168213,0,1,7,1
val,277,8,0.13144607457861127,0.8685539254213888,-0.3460044264793396,0.7247891426086426,0,1,8,1
